Wavelength,ATTO465 EM,ATTO465 EX,ATTO488 EM,ATTO488 EX,ATTO520 EM,ATTO520 EX,ATTO532 EM,ATTO532 EX,ATTO550 EM,ATTO550 EX,ATTO565 EM,ATTO565 EX,ATTO590 EM,FAM EM,FAM EX,ATTO590 EX,ATTO594 EM,ATTO594 EX,ATTO620 EM,ATTO620 EX,ATTO647N EM,ATTO647N EX,ATTO655 EM,ATTO655 EX,ATTO680 EM,ATTO680 EX,Cy3 EM,Cy3 EX,Cy5 EM,Cy5 EX,Cy5_5 EM,Cy5_5 EX,HEX EM,HEX EX,JOE EM,JOE EX,ROX EM,ROX EX,TAMRA EM,TAMRA EX,TexasRed EM,TexasRed EX,Rhodamine6G EM,Rhodamine6G EX
470,0.207385285,0.440151522,,0.34124242,,0.207774888,,0.075268398,,0.04190909,,0.027878788,,,0.441563994,0.011,,0.006688312,,0.000909091,,0.004372294,,0.016229438,,0.012372294,,0.0594,,,,,,0.087114297,,0.1692,,0.0392,0,0.0435,0,0.0041,,0.1818
471,0.23101732,0.397064946,,0.349,,0.21971428,,0.079034633,,0.043969697,,0.029506493,,,0.454596013,0.011627706,,0.007,,0.000878788,,0.004138528,,0.016000001,,0.012168831,,0.0615,,,,,,0.090659201,,0.1785,,0.0402,0,0.0452,0,0.0039,,0.1903
472,0.255792211,0.356519485,,0.356757576,,0.232177484,,0.08317749,,0.046047618,,0.031190476,,,0.469029993,0.012233766,,0.007311689,,0.001108225,,0.003969697,,0.015770564,,0.011831169,,0.0669,,,,,,0.094078399,,0.1918,,0.0406,0,0.0486,0,0.0029,,0.1997
473,0.281826843,0.318497838,,0.364852814,,0.245125541,,0.087714286,,0.048341991,,0.033108225,,,0.49159199,0.012796537,,0.007688312,,0.001510823,,0.003909091,,0.015627706,,0.011536797,,0.07,,,,,,0.098055899,,0.2022,,0.0416,0,0.0509,0,0.0033,,0.2096
474,0.308861474,0.283277055,,0.37335498,,0.258298701,,0.092774891,,0.050766234,,0.035108225,,,0.510230005,0.013203463,,0.007909091,,0.002,,0.004,,0.015463204,,0.011463203,,0.0765,,,,,,0.102242999,,0.2129,,0.0424,0,0.0539,0,0.0023,,0.2204
475,0.337012989,0.250917743,0.001115152,0.38282684,,0.271878787,,0.098225107,,0.053142857,,0.037190476,,,0.530969977,0.013675325,,0.008372294,,0.002398268,,0.004,,0.015168831,,0.011168831,,0.0813,,,,,,0.107504003,,0.2284,,0.0435,0,0.0561,0,0.0016,,0.2315
476,0.365822517,0.221415578,0.000912121,0.393298704,,0.285627707,,0.104285714,,0.055627705,,0.039597402,,,0.562359989,0.014341992,,0.008766234,,0.002861472,,0.004,,0.014831169,,0.010831169,,0.0864,,,,,,0.112905003,,0.2398,,0.0445,0,0.0582,0,0.0008,,0.2435
477,0.395147196,0.194748914,0.0008671,0.40499567,,0.299264069,,0.110731602,,0.057999999,,0.04190909,,,0.588145018,0.015047619,,0.009203463,,0.00325974,,0.004,,0.014536796,,0.010536796,,0.0914,,,,,,0.118947998,,0.2513,,0.046,0,0.061,0,0.0004,,0.2563
478,0.424974034,0.171255412,0.000980087,0.4182987,,0.312748916,,0.118025973,,0.060372294,,0.044372293,,,0.615471005,0.015969697,,0.009796537,,0.003372294,,0.004,,0.014372294,,0.010372294,,0.0983,,,,,,0.125410005,,0.2671,,0.0474,0,0.0644,0,0.0018,,0.2709
479,0.455129869,0.150346322,0.001251082,0.433372297,,0.326043287,,0.125900431,,0.062766234,,0.046766233,,,0.655690014,0.016909091,,0.010233766,,0.003597403,,0.003909091,,0.014138528,,0.010138528,,0.103,,,,,,0.133365005,,0.2787,,0.0489,0,0.0675,0,0.0029,,0.2859
480,0.485463199,0.131969699,0.001735931,0.45055844,,0.339151513,,0.134489176,,0.065203463,,0.049203463,,0.00976434,0.686519027,0.017909091,,0.010627706,,0.004,,0.003969697,,0.013969697,,0.009969697,,0.1075,,,,,,0.141641006,,0.2898,,0.0503,0,0.0708,0,0.0028,,0.3021
481,0.516129862,0.115519483,0.002190476,0.469865794,,0.352164503,,0.143528135,,0.067705628,,0.051705628,,0.0106855,0.718330026,0.018969697,,0.011,,0.004402597,,0.004138528,,0.013909091,,0.01,,0.1149,,,,,,0.150671005,,0.3044,,0.0522,0,0.0741,0,0.005,,0.3188
482,0.54724675,0.100965368,0.002878788,0.491774886,,0.364731604,,0.153350645,,0.070203464,,0.054203464,,0.013449,0.763453007,0.020138528,,0.011372294,,0.004718615,,0.004372294,,0.014,,0.010030303,,0.1184,,,,,,0.160482004,,0.3149,,0.0538,0,0.0785,0,0.0038,,0.3366
483,0.57878355,0.087943722,0.003554113,0.516437217,,0.37705628,,0.163649346,,0.072675326,,0.056675325,,0.0167729,0.79638499,0.021463203,,0.011766234,,0.004861472,,0.004536797,,0.014,,0.009861472,,0.1253,,,,,,0.171353996,,0.3246,,0.056,0,0.083,0,0.0034,,0.3549
484,0.610134204,0.076268398,0.004502165,0.5433896,,0.38876191,,0.174471859,,0.075341993,,0.059341991,,0.021695299,0.82861501,0.022658009,,0.012112554,,0.005030303,,0.004831169,,0.014,,0.009627705,,0.1322,,,,,,0.182769999,,0.3364,,0.0575,0,0.0876,0,0.0044,,0.3741
485,0.64097403,0.065926406,0.00574026,0.572688299,,0.40002598,,0.185601732,,0.078047619,,0.062047619,,0.0268001,0.870095015,0.023722944,,0.012766234,,0.005090909,,0.005168831,,0.014090909,,0.009372294,,0.1367,,,,,,0.194772005,,0.3446,,0.06,0,0.0906,0,0.0045,,0.3942
486,0.671155849,0.056878787,0.007350649,0.604012978,,0.410870136,,0.197311689,,0.080878789,,0.065060607,,0.033910301,0.898122013,0.024658009,,0.013372294,,0.005,,0.005463203,,0.014030303,,0.009138528,,0.1404,,,,,,0.207277,,0.352,,0.062,0,0.0956,0,0.0051,,0.4143
487,0.700558441,0.04890909,0.009528139,0.637268405,,0.421354984,,0.209077924,,0.08369697,,0.067939394,,0.041749801,0.923766971,0.025372295,,0.013909091,,0.004909091,,0.005627706,,0.013861472,,0.008969697,,0.1469,,,,,,0.220256001,,0.3612,,0.0645,0,0.1004,0,0.0065,,0.4359
488,0.728991341,0.041999999,0.012307359,0.67185715,,0.431627708,,0.221134202,,0.086805194,,0.070861473,,0.051047798,0.954035997,0.026017316,,0.014597403,,0.004969697,,0.005770563,,0.013627706,,0.00890909,,0.1508,,,,,,0.233109996,,0.3675,,0.0665,0,0.1047,0,0.0065,,0.4575
489,0.756705625,0.036090908,0.015658009,0.707337664,,0.441878788,,0.232761906,,0.090376622,,0.073536798,,0.063627496,0.971973002,0.026987013,,0.015281386,,0.005138528,,0.006,,0.013372294,,0.009,,0.1573,,,,,,0.246437997,,0.3737,,0.0693,0,0.109,0,0.0081,,0.4803
490,0.783952375,0.031212121,0.019878788,0.743645025,0.001115152,0.452207791,,0.244038963,,0.094363636,,0.076341993,,0.078667402,0.985987008,0.028207793,,0.016047619,,0.005281385,,0.006229437,,0.013138528,,0.009,,0.1614,,,,,,0.259472996,,0.3816,,0.0716,0,0.1151,0,0.0098,,0.5028
491,0.810073587,0.027103896,0.02517749,0.780255403,0.000912121,0.46291342,,0.254554112,,0.099025974,,0.079186149,,0.095801003,0.997478008,0.029896105,,0.016939394,,0.005597403,,0.006372295,,0.012969697,,0.009,,0.1675,,,,,,0.271712005,,0.3876,,0.0744,0,0.1221,0,0.0118,,0.5262
492,0.834727264,0.023683983,0.03187013,0.816541116,0.0008671,0.473982688,,0.26425108,,0.104359307,,0.082220781,,0.115698002,1,0.031987014,,0.018047619,,0.006,,0.006627706,,0.012909091,,0.009,,0.1741,,,,,,0.283380002,,0.3935,,0.077,0,0.1277,0,0.015,,0.5492
493,0.857372288,0.020805195,0.040112555,0.852077907,0.000980087,0.485909096,,0.273047616,,0.110428571,,0.085463206,,0.140017003,0.997196972,0.034329005,,0.019281385,,0.006311688,,0.006770563,,0.013,,0.009,,0.1799,,,,,,0.293805003,,0.4023,,0.0795,0,0.1345,0,0.0163,,0.5719
494,0.878411254,0.018207792,0.050662338,0.885896089,0.001251082,0.498987018,,0.280969691,,0.116991342,,0.089129873,,0.168204993,0.984025002,0.036969698,,0.020597402,,0.006688312,,0.007,,0.013,,0.009,,0.1862,,,,,,0.303629994,,0.4097,,0.0824,0,0.1419,0,0.0184,,0.5936
495,0.897709957,0.015896104,0.063294373,0.917207787,0.001735931,0.513316014,,0.287818174,,0.124116882,,0.093064937,,0.200084001,0.967769027,0.039536797,,0.021909091,,0.006909091,,0.007229437,,0.013,,0.009,,0.1949,,,,,,0.311919987,,0.418,,0.0851,0,0.1486,0,0.0179,,0.6154
496,0.91548919,0.013896104,0.078757576,0.944805189,0.002190476,0.529194797,,0.293878782,,0.131761905,,0.097359309,,0.235452995,0.94590801,0.042233766,,0.023281386,,0.007372295,,0.007372295,,0.013,,0.009,,0.1999,,,,,,0.318856001,,0.4305,,0.0875,0,0.1558,0,0.02,,0.6361
497,0.932082266,0.012298701,0.098012986,0.967683978,0.002878788,0.546701292,,0.298926405,,0.140147188,,0.101835499,,0.273586005,0.907091022,0.044796536,,0.024735931,,0.007766234,,0.007627706,,0.012909091,,0.009,,0.2102,,,,,,0.324396998,,0.441,,0.0902,0,0.164,0,0.0214,,0.6547
498,0.947268407,0.011017316,0.120268399,0.985012982,0.003645022,0.566073584,,0.303177488,,0.148852816,,0.106666667,,0.319260001,0.873178005,0.047294372,,0.026251083,,0.008112554,,0.007770563,,0.012969697,,0.009,,0.219,,,,,,0.328359991,,0.4531,,0.0929,0,0.1737,0,0.0234,,0.6721
499,0.960787888,0.009787879,0.146411257,0.995999998,0.004532468,0.587242419,,0.306822511,,0.158147189,,0.111805196,,0.361883014,0.834921002,0.049705628,,0.02804762,,0.008766234,,0.008,,0.013138528,,0.009,,0.2264,,,,,,0.330942005,,0.4721,,0.0956,0,0.1838,0,0.0267,,0.687
500,0.972627709,0.008878788,0.176632036,0.999714286,0.005692641,0.610164506,,0.309982685,,0.167852816,,0.117316016,,0.405445993,0.775785029,0.052203463,,0.029969698,,0.009372294,,0.008229438,,0.013372294,,0.009,,0.2379,,,,,,0.332812011,0.0051,0.488,,0.0981,0,0.1937,0,0.0276,0.0081,0.701
501,0.982264076,0.008047619,0.210588749,0.995679658,0.007008658,0.634822513,,0.312909095,,0.178238097,,0.123194804,,0.455150992,0.729120016,0.054766234,,0.031909092,,0.009909091,,0.008281385,,0.013627706,,0.009,,0.2606,,,,,,0.333718985,0.0052,0.5057,,0.101,0,0.2047,0,0.0314,0.0097,0.7125
502,0.989658011,0.007341991,0.248935069,0.98342858,0.008852814,0.661177498,,0.315805199,,0.189064936,,0.129792205,,0.508347988,0.680633008,0.057463204,,0.034,,0.010688312,,0.008597402,,0.013770563,,0.009,,0.2755,,,,,,0.333732992,0.006,0.5324,,0.1038,0,0.2137,0,0.0335,0.011,0.7224
503,0.994740264,0.006675325,0.29145455,0.962679668,0.011285714,0.68901732,0.001133333,0.319073601,,0.200251081,,0.137194802,,0.558570981,0.611967027,0.059939394,,0.03590909,,0.011311688,,0.008909091,,0.014,,0.009,,0.2861,,,,,,0.333622009,0.007,0.5541,,0.1071,0,0.2242,0,0.0356,0.013,0.7303
504,0.997835514,0.006203463,0.33903463,0.933532475,0.014012987,0.718181825,0.000933333,0.323229447,,0.211536796,,0.145225106,,0.609350026,0.561940014,0.062549784,,0.037969697,,0.012,,0.009372294,,0.014229437,,0.009,,0.3035,,,,,,0.333678007,0.0084,0.5776,,0.11,0,0.2358,0,0.038,0.0152,0.737
505,0.999285735,0.005705628,0.390800856,0.896575763,0.017580087,0.74822511,0.000852381,0.328298711,,0.223043292,,0.153774892,,0.660878003,0.513453007,0.064939394,,0.040138527,,0.012688312,,0.009766233,,0.014281385,,0.009,,0.3268,,,,,,0.334347993,0.0102,0.6128,,0.1136,0,0.2461,0,0.0394,0.018,0.7428
506,0.999121224,0.005203463,0.443883106,0.85262337,0.022,0.7790606,0.000890476,0.334683987,,0.234272729,,0.162714288,,0.716261983,0.449552,0.067463203,,0.042372294,,0.013311688,,0.010203463,,0.014597403,,0.00890909,,0.3457,,,,,,0.335785002,0.0123,0.6401,,0.1171,0,0.2561,0,0.0417,0.021,0.748
507,0.998060612,0.004675325,0.499835487,0.803073584,0.027329005,0.809852808,0.001047619,0.342701298,,0.245056278,,0.172177492,,0.761668026,0.40554899,0.069766234,,0.044627705,,0.014,,0.010705628,,0.014909091,,0.008969697,,0.3586,,0.0105,,,,0.338171005,0.0146,0.6687,,0.121,0,0.266,0,0.0422,0.0242,0.7535
508,0.996229437,0.004341991,0.556874444,0.749138511,0.033865801,0.84023376,0.001341991,0.352402593,,0.255402596,,0.182034634,,0.804982007,0.364069998,0.072112554,,0.046861471,,0.014597403,,0.011294372,,0.015372295,,0.009138528,,0.3765,,0.0105,,,,0.342148989,0.0173,0.7095,,0.1245,0,0.2779,0,0.045,0.0279,0.7597
509,0.993402594,0.004138528,0.613852806,0.692268386,0.041640693,0.869571414,0.001675325,0.364108217,,0.265298696,,0.192177488,,0.853420019,0.310817987,0.074675324,,0.049030302,,0.015281386,,0.011796537,,0.015766235,,0.009372294,,0.3957,,0.0105,,,,0.347829014,0.0211,0.7398,,0.1297,0,0.2891,0,0.0481,0.0326,0.7673
510,0.989489174,0.004,0.669666663,0.633822507,0.051233766,0.897324669,0.002112554,0.377896093,,0.274328998,,0.2028961,,0.883358002,0.275364012,0.07734199,,0.051090908,,0.016138528,,0.012233766,,0.016203464,,0.009627705,,0.4222,,0.0105,,,,0.355533004,0.0253,0.7705,,0.1342,0,0.2987,0,0.0492,0.0377,0.7762
511,0.984398268,0.003679654,0.7235974,0.575164501,0.06278355,0.923064931,0.002675325,0.394177479,,0.282567092,,0.213926402,,0.915407002,0.242432997,0.080047619,,0.052999999,,0.016969697,,0.012627706,,0.016705628,,0.009861472,,0.4403,,0.0105,,,,0.365469992,0.0311,0.8127,,0.1396,0,0.3071,0,0.0517,0.0429,0.7872
512,0.978190477,0.003597403,0.774181817,0.517333331,0.076519481,0.946164497,0.003251082,0.413034621,,0.289818171,,0.225251077,,0.932295024,0.202074006,0.082878788,,0.055,,0.017818182,,0.013,,0.017294373,,0.009939394,,0.4579,,0.0105,,,,0.378044009,0.0377,0.8432,,0.1449,0,0.3133,0,0.0512,0.0492,0.7996
513,0.971125546,0.003510823,0.820688307,0.46128572,0.092688311,0.965818173,0.003926407,0.434177486,,0.296372286,,0.236857139,,0.962366998,0.176148996,0.085787879,,0.057,,0.018969697,,0.013372294,,0.017705627,,0.010060606,,0.4747,,0.014,,0.011577814,,0.392558992,0.0446,0.8723,,0.1516,0,0.3218,0,0.0549,0.0552,0.8145
514,0.963467538,0.003510823,0.86202597,0.407987017,0.111891773,0.981774881,0.004987013,0.457805195,,0.301766227,,0.248354974,,0.973017991,0.153026998,0.089017317,,0.059090909,,0.020138528,,0.013857143,,0.018294372,,0.010047619,0,0.4895,,0.014,,0.011577814,,0.410115004,0.0538,0.9091,,0.1581,0,0.3319,0,0.0578,0.0648,0.8302
515,0.955346326,0.003597403,0.899025971,0.358303034,0.134095236,0.993030301,0.006207792,0.483987011,,0.306112552,,0.259640688,,0.983668983,0.125560999,0.092389612,,0.061030303,,0.021281385,,0.014142857,,0.018705627,,0.010341991,0.001,0.5039,,0.014,,0.011567841,,0.430379987,0.0633,0.9332,,0.1656,0,0.3371,0,0.058,0.0748,0.8475
516,0.946848494,0.003770563,0.930233762,0.312601733,0.15954978,0.999086581,0.007714286,0.512329001,,0.309584416,,0.270744588,,0.995182991,0.108323999,0.096017317,,0.062952381,,0.022597403,,0.014627706,,0.019203462,,0.010675325,0.002,0.5057,,0.014,,0.011567841,,0.45372799,0.0743,0.9541,,0.1736,0,0.3443,0,0.0637,0.0869,0.8661
517,0.937445895,0.004030303,0.957233766,0.271108231,0.188329003,0.99950649,0.009744589,0.542969695,,0.312129873,,0.281255409,,0.994991004,0.0931895,0.09969697,,0.064658009,,0.024,,0.015,,0.019675324,,0.011203463,0.003,0.5179,,0.0175,,0.011557869,,0.479393989,0.088,0.9775,,0.1822,0,0.353,0,0.0634,0.1012,0.886
518,0.926961045,0.004090909,0.976445894,0.233969704,0.220952381,0.993982686,0.012272727,0.575718614,,0.313852822,,0.291268396,,1,0.075532503,0.103666667,,0.066233767,,0.025311689,,0.015281386,,0.020341991,,0.011705628,0.004,0.5249,,0.0175,,0.011547897,,0.508589983,0.1023,0.9896,,0.1908,0,0.3578,0,0.0656,0.116,0.9059
519,0.915432907,0.004,0.989974032,0.201121217,0.257722944,0.982134203,0.015445887,0.610567095,,0.315073601,,0.3004329,,0.992879987,0.064321697,0.108034632,,0.067766234,,0.026688312,,0.015826841,,0.021138528,,0.012294372,0.005,0.5283,,0.0175,,0.013482519,,0.539683998,0.1188,0.9974,,0.2008,0,0.3648,0,0.0704,0.1324,0.9253
520,0.903073591,0.004,0.995822517,0.172285718,0.298623376,0.963593078,0.019164502,0.647155841,,0.316000003,,0.309038959,,0.98121202,0.054932699,0.112688313,,0.069341992,,0.027909091,,0.016281386,,0.022,,0.012796537,0.006,0.5279,,0.0175,,0.013482519,,0.57366699,0.1374,1,,0.2107,0,0.3705,0,0.0727,0.1485,0.9437
521,0.890510827,0.004,0.998398269,0.146926411,0.343177485,0.938380957,0.023991342,0.685043294,,0.316926404,,0.317155845,,0.975377977,0.044422701,0.11791342,,0.070956711,,0.029372295,,0.016909091,,0.022770563,,0.013233766,0.007,0.5343,,0.0176,,0.013472546,,0.609605014,0.1588,0.9958,,0.2214,0,0.3775,0,0.0779,0.1688,0.9608
522,0.878307364,0.004090909,0.997095235,0.124770565,0.391670989,0.906727275,0.030112553,0.723926406,,0.318147182,,0.324389609,,0.954209983,0.0379765,0.12377489,,0.072848486,,0.030766234,,0.017597402,,0.023627706,,0.013627706,0.008,0.5291,,0.021,,0.013472546,,0.64784497,0.1839,0.987,,0.2323,0,0.3839,0,0.0812,0.1938,0.9759
523,0.866571431,0.004030303,0.990090905,0.105701299,0.443047609,0.868982691,0.037627704,0.763285706,0.001133333,0.319870128,,0.330696969,,0.935249984,0.0323711,0.130116879,,0.074926407,,0.032203464,,0.018281385,,0.024372295,,0.014,0.009,0.5296,,0.021,,0.013462574,,0.687870979,0.2115,0.9669,,0.2432,0,0.3923,0,0.0857,0.2175,0.9865
524,0.855060613,0.003861472,0.979134199,0.089316018,0.496731587,0.825731606,0.046567099,0.802121197,0.000933333,0.322324675,,0.336385283,,0.923888981,0.026064999,0.136896097,,0.07738961,,0.033705628,,0.019138527,,0.025138529,,0.014281385,0.01,0.5248,,0.0245,,0.013452602,,0.728316009,0.2393,0.9469,,0.2545,0,0.4026,0,0.0917,0.2442,0.9955
525,0.843424252,0.003627706,0.966450222,0.075389612,0.551800855,0.777965359,0.057619048,0.839969683,0.000852381,0.325584418,,0.341207795,,0.904946983,0.0221413,0.143805186,,0.079926406,,0.035294373,,0.019969696,,0.025969698,,0.01482684,0.011,0.521,,0.0246,,0.01734179,,0.770142019,0.2703,0.9225,,0.2661,0,0.4136,0,0.0969,0.2731,1
526,0.831160182,0.003372294,0.949510835,0.063718617,0.607199132,0.726640682,0.070852814,0.876017305,0.000890476,0.33000866,,0.345316017,,0.891802013,0.018778,0.15117748,,0.082666667,,0.036705628,,0.020909091,,0.026818182,,0.015281386,0.012,0.5182,,0.0246,,0.017331818,,0.811271012,0.3034,0.8824,,0.2773,0,0.4249,0,0.1024,0.3028,0.9995
527,0.818155854,0.003138528,0.929558449,0.05396537,0.662359307,0.673134188,0.086493507,0.909389596,0.001047619,0.33587013,,0.348792208,,0.864147007,0.0151345,0.158943717,,0.085805195,,0.038203463,,0.022,,0.027969697,,0.015909092,0.013,0.5145,,0.0246,,0.017321846,,0.851534009,0.34,0.8493,,0.2887,0,0.4389,0,0.108,0.3396,0.9943
528,0.804826851,0.002969697,0.90697836,0.045835499,0.716255415,0.618290036,0.104896104,0.938926396,0.001341991,0.343645022,,0.351891774,,0.840139985,0.0127522,0.167147182,,0.089406927,,0.039675325,,0.023,,0.029138528,,0.016597403,0.014,0.5135,,0.0281,,0.017321846,,0.888058007,0.378,0.8134,,0.2997,0,0.4518,0,0.1162,0.3734,0.9839
529,0.791497848,0.003,0.8845065,0.038878788,0.767554119,0.563506484,0.126792208,0.963666662,0.001675325,0.353077921,,0.355000004,,0.81726402,0.0107904,0.17585281,,0.093316018,,0.041432901,,0.023909091,,0.030281386,,0.017281386,0.015,0.5131,,0.0281,,0.017311873,,0.922556996,0.417,0.7598,,0.3103,0,0.4686,0,0.1234,0.4162,0.9684
530,0.778870138,0.003030303,0.860844164,0.033,0.815580092,0.509679645,0.152584419,0.982532461,0.002112554,0.364709955,,0.358017317,,0.792219996,0.00854821,0.185147185,,0.097774892,,0.043077922,,0.024969697,,0.031597403,,0.018229437,0.0174,0.5161,,0.0281,,0.021191088,0.0284766,0.951502025,0.4596,0.7181,,0.3201,0.0072,0.4852,0,0.1322,0.4552,0.9486
531,0.766783561,0.002861472,0.83448919,0.028212121,0.859277059,0.457623372,0.182259744,0.994861465,0.002675325,0.378554111,,0.36117749,,0.771628022,0.00742713,0.194943722,,0.102714285,,0.044831169,,0.026047619,,0.032909091,,0.019,0.0188,0.5258,,0.0298,,0.021191088,0.039262999,0.975242019,0.5042,0.6754,,0.3301,0.0076,0.506,0,0.1432,0.496,0.9231
532,0.754974038,0.002627706,0.807393956,0.024103896,0.898116879,0.407870128,0.215922081,0.999761896,0.003251082,0.394670992,0.001006061,0.364731604,,0.745931029,0.00616592,0.20517749,,0.108086579,,0.046627706,,0.027341992,,0.034372295,,0.019770562,0.0204,0.5251,,0.0298,,0.021181116,0.051632699,0.991388977,0.5468,0.6153,,0.3394,0.0086,0.526,0,0.1493,0.5394,0.8935
533,0.743225112,0.002372294,0.781160193,0.020683983,0.931030295,0.361030298,0.25365801,0.997038951,0.003926407,0.413125537,0.000951515,0.368952384,,0.725013018,0.00476457,0.215896106,,0.113913419,,0.048402598,,0.028766234,,0.035766234,,0.020627705,0.0223,0.5333,,0.0333,,0.025060331,0.062737197,1,0.5917,0.5717,,0.348,0.0098,0.5513,0,0.1612,0.5879,0.8593
534,0.731186148,0.002138528,0.754727288,0.017714286,0.957380952,0.31734632,0.295627702,0.986372284,0.004987013,0.433896094,0.000955411,0.374047623,,0.69887501,0.0040639,0.226926412,,0.120194808,,0.05,,0.030142858,,0.037112554,,0.021372294,0.0246,0.5467,,0.0333,,0.02505036,0.073530301,0.999484003,0.6362,0.5282,,0.3555,0.0112,0.5755,0,0.1697,0.6324,0.8219
535,0.718796527,0.001969697,0.727900441,0.015177489,0.977380953,0.277285718,0.341294369,0.967826818,0.006207792,0.457069255,0.001017749,0.380359313,,0.674196005,0.00336323,0.238251088,,0.1271039,,0.051597403,,0.031536797,,0.038675324,,0.022047619,0.0272,0.5547,,0.0368,,0.02505036,0.084802598,0.989965022,0.6788,0.4702,,0.3629,0.0131,0.6029,0,0.1827,0.6791,0.78
536,0.706432892,0.001909091,0.701415595,0.013034632,0.991030307,0.240792213,0.39014285,0.941476171,0.007896104,0.482645022,0.001138528,0.387943727,,0.659475982,0.00238229,0.249766241,,0.134883122,,0.053281386,,0.033060606,,0.040341991,,0.022939394,0.0303,0.5687,,0.0368,,0.025040388,0.096686602,0.971347988,0.724,0.4292,,0.3687,0.0159,0.6303,0,0.1924,0.7295,0.7362
537,0.694047605,0.002,0.67569265,0.011268398,0.998207795,0.208194809,0.443099556,0.907935054,0.009805195,0.510251089,0.001281385,0.39705628,,0.638154984,0.00182175,0.261233772,,0.143134204,,0.055047619,,0.034450217,,0.042138528,,0.024047619,0.034,0.5808,,0.0368,,0.025040388,0.112643003,0.944022,0.7651,0.3893,,0.3743,0.0187,0.6601,0,0.2072,0.7694,0.6893
538,0.681878784,0.002,0.650770562,0.009926407,0.999580091,0.17931602,0.498047605,0.867761898,0.01208658,0.540229455,0.001506494,0.407640688,,0.620307982,0.00140135,0.27274892,,0.152056281,,0.056848485,,0.036060606,,0.04390909,,0.025372295,0.0385,0.6004,,0.0438,,0.028919604,0.131233007,0.907204986,0.8042,0.3381,,0.3786,0.0221,0.6913,0,0.2173,0.8117,0.6426
539,0.669878789,0.002090909,0.626380951,0.008787879,0.995805199,0.153987015,0.554025962,0.821965366,0.014731601,0.572303049,0.001969697,0.420043285,,0.599216998,0.000841,0.284073592,,0.161541128,,0.058926408,,0.037536796,,0.045740259,,0.026627706,0.0439,0.6184,,0.0438,,0.028909631,0.154046997,0.864136994,0.8399,0.3037,,0.3826,0.0259,0.7228,0,0.2271,0.8489,0.5942
540,0.658138537,0.002030303,0.602160168,0.007878788,0.987402595,0.132000002,0.608770555,0.771701302,0.01804329,0.606086587,0.002450217,0.434259734,,0.583979011,0.000701,0.295194806,,0.171549783,,0.061389612,,0.039142857,,0.047766234,,0.027770563,0.0503,0.6378,,0.0473,,0.028899658,0.179054007,0.813337028,0.8741,0.2717,,0.3861,0.0312,0.7525,0,0.2382,0.8787,0.547
541,0.646372305,0.001861472,0.580021644,0.007047619,0.975004329,0.113194806,0.663818172,0.71812122,0.022077923,0.641597405,0.002878788,0.450463192,,0.567436993,0.000561,0.305943721,,0.182064934,,0.064017318,,0.040857143,,0.04965368,,0.029,0.058,0.6774,,0.0473,,0.028899658,0.207298994,0.758181989,0.9036,0.2314,,0.3886,0.0385,0.7839,0,0.2471,0.9108,0.5005
542,0.634627716,0.001682251,0.558783545,0.006251082,0.959000004,0.096835497,0.717424241,0.662372302,0.02722078,0.678103891,0.003476191,0.468627701,,0.551891983,0.000280269,0.315948053,,0.192757575,,0.066878789,,0.042372295,,0.051735931,,0.030229437,0.0673,0.7055,,0.0508,,0.030834282,0.243300006,0.698490977,0.9275,0.205,,0.391,0.0454,0.8138,0,0.2568,0.9404,0.4551
543,0.622861478,0.001444589,0.539199129,0.005645022,0.940177495,0.082831169,0.768099573,0.605735933,0.033662338,0.715389607,0.004329004,0.488861471,,0.535196006,0.000280269,0.325432902,,0.203787879,,0.069818183,,0.044,,0.053878788,,0.031281385,0.0784,0.7314,,0.0543,,0.034713496,0.283080995,0.63804698,0.9475,0.1811,,0.393,0.0546,0.8431,0,0.267,0.9534,0.4125
544,0.611030306,0.001148485,0.519987013,0.005341991,0.918748922,0.070779221,0.814584423,0.549341996,0.041277057,0.752930739,0.005389611,0.5110303,,0.523757994,1.00E-05,0.334268399,,0.215138531,,0.072878788,,0.045718614,,0.056190477,,0.032597403,0.0917,0.7694,,0.0543,,0.034713496,0.327037007,0.576291025,0.9655,0.1519,,0.3948,0.0637,0.8737,0,0.2727,0.9741,0.3708
545,0.599090908,0.000793939,0.502857137,0.005077922,0.895129868,0.060428571,0.858541129,0.494259748,0.050580087,0.790251084,0.00652381,0.53518182,,0.507772028,1.00E-05,0.342437229,,0.226463204,,0.076017316,,0.047173159,,0.058826842,,0.033909091,0.1074,0.8049,,0.0578,,0.034703523,0.377739012,0.515694022,0.9813,0.1333,,0.3968,0.0749,0.898,0,0.2811,0.9818,0.3326
546,0.586909091,,0.48634631,0.004831169,0.869779218,0.051571428,0.895753241,0.441255418,0.06173593,0.827034642,0.008038961,0.561212122,,0.497889012,1.00E-05,0.349896101,,0.237748919,,0.0792987,,0.048718614,,0.061281387,,0.035372295,0.1258,0.8391,,0.0578,,0.03469355,0.431023002,0.458110988,0.9924,0.1168,,0.399,0.0875,0.9221,0,0.2919,0.9937,0.2963
