Wavelength,ATTO465 EM,ATTO465 EX,ATTO488 EM,ATTO488 EX,ATTO520 EM,ATTO520 EX,ATTO532 EM,ATTO532 EX,ATTO550 EM,ATTO550 EX,ATTO565 EM,ATTO565 EX,ATTO590 EM,FAM EM,FAM EX,ATTO590 EX,ATTO594 EM,ATTO594 EX,ATTO620 EM,ATTO620 EX,ATTO647N EM,ATTO647N EX,ATTO655 EM,ATTO655 EX,ATTO680 EM,ATTO680 EX,Cy3 EM,Cy3 EX,Cy5 EM,Cy5 EX,Cy5_5 EM,Cy5_5 EX,HEX EM,HEX EX,JOE EM,JOE EX,ROX EM,ROX EX,TAMRA EM,TAMRA EX,TexasRed EM,TexasRed EX,Rhodamine6G EM,Rhodamine6G EX
685,0.014372294,,0.003909091,,0.007168831,,0.016000001,,0.039744589,,0.084878788,,0.269718613,,,,0.269718613,,0.394926409,0.000969697,0.57735932,0.023073593,0.954212103,0.248303028,0.659852809,0.949787895,,,0.4722,0.029,0.9475378,0.7666487,,,,,0.1246,,0.0467,,0.1567,,0.0132,
686,0.014,,0.004090909,,0.006831169,,0.015372295,,0.038766234,,0.082017318,,0.26489177,,,,0.26489177,,0.387389611,0.000909091,0.554025985,0.019103896,0.936878778,0.221333334,0.706134193,0.925116895,,,0.4297,0.0255,0.95918936,0.74720275,,,,,0.1213,,0.0452,,0.1539,,0.0127,
687,0.013627706,,0.004030303,,0.006536797,,0.014766234,,0.037831169,,0.079389612,,0.259982678,,,,0.259982678,,0.379926406,0.001,0.531272743,0.015822511,0.917805186,0.197147187,0.751168831,0.895610393,,,0.3891,0.022,0.9727996,0.71804386,,,,,0.1174,,0.0443,,0.1473,,0.0124,
688,0.013142857,,0.003861472,,0.006372295,,0.014203463,,0.036939393,,0.077017318,,0.254839826,,,,0.254839826,,0.372757574,0.001,0.509255424,0.013056277,0.897103891,0.175463203,0.794160172,0.861757577,,,0.3508,0.0185,0.9941742,0.67332816,,,,,0.1143,,0.0431,,0.1455,,0.0124,
689,0.012766234,,0.003627706,,0.006229437,,0.013705628,,0.036090909,,0.074969698,,0.249264067,,,,0.249264067,,0.366017313,0.001,0.4876407,0.010943723,0.87490909,0.156203463,0.834220772,0.824151518,,,0.3172,0.015,0.9961128,0.60138816,,,,,0.109,,0.0432,,0.1381,,0.0127,
690,0.0124329,,0.003372294,,0.006,,0.013294372,,0.035,,0.072848486,,0.243718616,,,,0.243718616,,0.359419913,0.001,0.46684416,0.009268398,0.851683992,0.138917749,0.870679653,0.783177489,,,0.2878,0.015,1,0.5663954,,,,,0.1066,,0.0416,,0.1385,,0.0126,
691,0.012077922,,0.003138528,,0.005770563,,0.012705628,,0.034000001,,0.070831169,,0.238,,,,0.238,,0.352878784,0.001,0.44674892,0.007926407,0.828090923,0.12330736,0.903012982,0.739506498,,,0.2615,0.0116,0.99999,0.5450049,,,,,0.1015,,0.0407,,0.1283,,0.0121,
692,0.011831169,,0.002969697,,0.005627706,,0.012203463,,0.032909092,,0.068766233,,0.232281386,,,,0.232281386,,0.34641558,0.001,0.427463203,0.006787879,0.804437239,0.109450217,0.93091341,0.694073603,,,0.239,0.0116,0.99999,0.47890863,,,,,0.1002,,0.0396,,0.1283,,0.0116,
693,0.011536797,,0.002909091,,0.005372294,,0.011766234,,0.031969698,,0.066744588,,0.226735932,,,,0.226735932,,0.340251081,0.001,0.409138524,0.005787879,0.781164512,0.0972684,0.954177483,0.647255415,,,0.2205,0.0116,0.99998003,0.4575181,,,,,0.0966,,0.0383,,0.1237,,0.0117,
694,0.011463203,,0.003,,0.005138528,,0.011372294,,0.031047619,,0.064675325,,0.221251083,,,,0.221251083,,0.334277058,0.001,0.391969693,0.005108225,0.758718622,0.086238097,0.972926399,0.599939395,,,0.2041,0.0116,0.99997,0.38753265,,,,,0.0934,,0.0381,,0.1184,,0.0109,
695,0.011168831,,0.003,,0.005060606,,0.010909091,,0.0304329,,0.062800865,,0.216138531,,,,0.216138531,,0.328251086,0.001,0.375999995,0.004419914,0.737463209,0.076476193,0.986878783,0.552839823,,,0.1908,,0.99413425,0.36030835,,,,,0.0901,,0.0383,,0.1169,,0.012,
696,0.010831169,,0.003,,0.004939394,,0.010688312,,0.029705627,,0.061077922,,0.211000004,,,,0.211000004,,0.322506494,0.001,0.361121209,0.003878788,0.717350654,0.067969698,0.995818178,0.50658008,,,0.1789,,0.9863498,0.32142642,,,,,0.0863,,0.0369,,0.1137,,0.0108,
697,0.010627706,,0.003090909,,0.004861472,,0.010311688,,0.029064934,,0.059372295,,0.205861474,,,,0.205861474,,0.316909092,0.001,0.346982679,0.003506494,0.698073599,0.060571429,0.99987878,0.461809516,,,0.1683,,0.9649552,0.29809132,,,,,0.0828,,0.0355,,0.1034,,0.0104,
698,0.010402597,,0.003030303,,0.004627706,,0.01,,0.028424242,,0.057597403,,0.200658009,,,,0.200658009,,0.311372294,0.001,0.33361039,0.003281385,0.679593075,0.05404329,0.998744581,0.419077913,,,0.1589,,0.95911944,0.2630886,,,,,0.081,,0.0347,,0.1042,,0.0107,
699,0.01,,0.002861472,,0.004372294,,0.009688311,,0.02769697,,0.055909091,,0.195233767,,,,0.195233767,,0.305766228,0.001,0.320982683,0.003138528,0.661714286,0.048329005,0.992753236,0.378627702,,,0.1507,,0.92411464,0.24170806,,,,,0.0773,,0.0342,,0.1007,,0.0107,
700,0.009597402,,0.002627706,,0.004138528,,0.009311688,,0.026705628,,0.054281385,,0.189766234,,,,0.189766234,,0.300203459,0.001,0.309121211,0.003060606,0.644268389,0.043367965,0.98252379,0.340792204,,,0.1423,,0.91244304,0.22808592,,,,,0.0754,,0.033,,0.0962,,0.0101,
701,0.009372294,,0.002372294,,0.003969697,,0.009,,0.025891776,,0.052735931,,0.184341991,,,,0.184341991,,0.294796535,0.001,0.298272729,0.002939394,0.627064926,0.038943723,0.968584399,0.305670987,,,0.135,,0.89688426,0.1930932,,,,,0.0743,,,,0.0938,,,
702,0.009168831,,0.002138528,,0.003909091,,0.008597402,,0.025077923,,0.051341991,,0.179047619,,,,0.179047619,,0.289324678,0.001,0.288242425,0.002861472,0.610129859,0.034865801,0.951346307,0.273614712,,,0.1285,,0.8618894,0.18337023,,,,,0.0694,,,,0.09,,,
703,0.008831169,,0.001969697,,0.004,,0.008372294,,0.024463204,,0.050077921,,0.173878788,,,,0.173878788,,0.283567103,0.001,0.278965368,0.002627706,0.59355411,0.031116883,0.931640683,0.244242423,,,0.1219,,0.84438205,0.15225673,,,,,0.0661,,,,0.0889,,,
704,0.008536796,,0.001909091,,0.004,,0.008168831,,0.023536797,,0.048831169,,0.168878785,,,,0.168878785,,0.277922082,0.001,0.27022078,0.002372294,0.577251082,0.027896104,0.909562765,0.217714287,,,0.1157,,0.795777,0.14253376,,,,,0.0658,,,,0.0792,,,
705,0.008372294,,0.002,,0.004090909,,0.007831169,,0.022831169,,0.047536797,,0.164047616,,,,0.164047616,,0.272168838,0.001,0.262056275,0.002229437,0.560956714,0.024896104,0.886112554,0.193883121,,,0.1102,,0.7607722,0.12503241,,,,,0.0628,,,,0.0762,,,
706,0.008229438,,0.002,,0.004030303,,0.007536797,,0.022077922,,0.046372295,,0.159341989,,,,0.159341989,,0.2663723,0.001,0.254363636,0.002,0.544939396,0.022298701,0.861696979,0.172532472,,,0.1046,,0.7393777,0.11335487,,,,,0.0625,,,,0.0775,,,
707,0.008,,0.002,,0.003861472,,0.007463204,,0.021432901,,0.045138529,,0.154675326,,,,0.154675326,,0.260597405,0.001,0.247164499,0.001770563,0.528956712,0.019926407,0.83719482,0.153363642,,,0.0993,,0.72576743,0.10752109,,,,,0.0591,,,,0.0764,,,
708,0.007770563,,0.002,,0.003627706,,0.007168831,,0.020766234,,0.043969698,,0.150112554,,,,0.150112554,,0.255000004,0.001,0.240701297,0.001627706,0.513251081,0.017848485,0.81322079,0.136324681,,,0.0944,,0.68104964,0.09196434,,,,,0.0587,,,,0.0702,,,
709,0.007627706,,0.002,,0.003372294,,0.006831169,,0.020233766,,0.042909091,,0.145675326,,,,0.145675326,,0.249402599,0.001,0.235194806,0.001372294,0.497554113,0.01595671,0.790086598,0.121272729,,,0.0895,,0.66742945,0.08613056,,,,,0.0543,,,,0.0683,,,
710,0.007372295,,0.002,,0.003138528,,0.006536797,,0.019567099,,0.042090909,,0.1414329,,,,0.1414329,,0.243627707,0.001,0.230316015,0.001138528,0.482220774,0.014251082,0.767671008,0.107774893,,,0.0852,,0.64603484,0.072508425,,,,,0.0549,,,,0.0657,,,
711,0.007138528,,0.002090909,,0.002969697,,0.006372295,,0.018831168,,0.041030303,,0.137077918,,,,0.137077918,,0.237831168,0.001,0.225805194,0.001017749,0.467186147,0.012645022,0.746147196,0.095575759,,,0.0815,,0.5974299,0.06473005,,,,,0.0535,,,,0.0588,,,
712,0.007060606,,0.002030303,,0.002909091,,0.006229437,,0.018138528,,0.039861472,,0.132831163,,,,0.132831163,,0.232077923,0.001,0.221666664,0.000955411,0.452251079,0.011160173,0.724761907,0.084926407,,,0.0778,,0.5624251,0.060840864,,,,,0.0508,,,,0.0628,,,
713,0.006939394,,0.001861472,,0.003,,0.006,,0.017601732,,0.038627705,,0.128536792,,,,0.128536792,,0.226432899,0.001,0.217926404,0.000951515,0.437324671,0.010017316,0.703935067,0.075480521,,,0.0743,,0.5410404,0.05499711,,,,,0.0504,,,,0.0587,,,
714,0.006861472,,0.001627706,,0.003090909,,0.005770563,,0.016909092,,0.037281385,,0.124281382,,,,0.124281382,,0.220766231,0.001,0.2142987,0.001006061,0.422757572,0.009108225,0.683748925,0.067138529,,,0.0712,,0.5274203,0.05110792,,,,,0.0466,,,,0.0582,,,
715,0.006627706,,0.001372294,,0.003030303,,0.005627706,,0.016367966,,0.036108225,,0.120017315,,,,0.120017315,,0.215142853,0.001,0.210896101,,0.408346315,0.008190476,0.664372303,0.059861473,,,0.0682,,0.49241546,0.04331957,,,,,0.0471,,,,0.0549,,,
716,0.006372295,,0.001138528,,0.002861472,,0.005372294,,0.016000001,,0.035108225,,0.115987012,,,,0.115987012,,0.209536796,0.001,0.207987011,,0.394194806,0.007597403,0.646108227,0.05361039,,,0.0651,,0.47880527,0.041374978,,,,,0.0455,,,,0.0556,,,
717,0.006229437,,0.000969697,,0.002627706,,0.005138528,,0.015541126,,0.034281386,,0.112298702,,,,0.112298702,,0.203969694,0.001,0.205238095,,0.380670997,0.007,0.629199132,0.048103896,,,0.0624,,0.44768766,0.03358663,,,,,0.0437,,,,0.053,,,
718,0.006,,0.000909091,,0.002372294,,0.004969697,,0.015060606,,0.033627707,,0.109108225,,,,0.109108225,,0.19841991,0.001,0.202848486,,0.36821212,0.006311689,0.613402584,0.043285715,,,0.0599,,0.43991327,0.03358663,,,,,0.0442,,,,0.0495,,,
719,0.005770563,,0.001,,0.002138528,,0.005,,0.014536797,,0.032770564,,0.105818182,,,,0.105818182,,0.193108223,0.001,0.200645021,,0.356523813,0.005597403,0.598701287,0.038943724,,,0.0577,,0.40490848,0.02968747,,,,,0.0424,,,,0.0485,,,
720,0.005627706,,0.001,,0.001969697,,0.005030303,,0.014233766,,0.032000001,,0.10274026,,,,0.10274026,,0.187878786,0.001,0.198653679,,0.345761908,0.004878788,0.584774876,0.034948053,,,0.0552,,0.39518547,0.027732903,,,,,0.0418,,,,0.0432,,,
721,0.005372294,,0.001,,0.001909091,,0.004861472,,0.013887446,,0.031229437,,0.099766233,,,,0.099766233,,0.182909087,0.001,0.196766233,,0.3357316,0.004510823,0.571328999,0.031432901,,,0.0502,,0.37379086,0.027732903,,,,,0.0399,,,,0.0464,,,
722,0.005138528,,0.001,,0.002,,0.004627706,,0.013142857,,0.030372294,,0.096653679,,,,0.096653679,,0.177999995,,0.194831167,,0.326367963,0.004138528,0.558000008,0.028359308,,,0.0478,,0.36405787,0.023833742,,,,,0.0404,,,,0.0431,,,
723,0.004969697,,0.001,,0.002,,0.004372294,,0.012597403,,0.029627705,,0.09373593,,,,0.09373593,,0.172909088,,0.1930303,,0.317541121,0.00374026,0.544580104,0.025467533,,,0.042,,0.3562835,0.023833742,,,,,0.0408,,,,0.0447,,,
724,0.005,,0.001,,0.002,,0.004138528,,0.012138528,,0.028770562,,0.090878787,,,,0.090878787,,0.167969697,,0.191030303,,0.309056276,0.003536797,0.530922101,0.022757576,,,0.0396,,0.3368275,0.02382377,,,,,0.0365,,,,0.0426,,,
725,0.005030303,,0.001,,0.002,,0.003969697,,0.011744589,,0.028,,0.088281384,,,,0.088281384,,0.16304762,,0.188922079,,0.301225103,0.003372294,0.516891799,0.020385281,,,0.0353,,0.32905307,0.023813797,,,,,0.0357,,,,0.0419,,,
726,0.004861472,,0.001,,0.002,,0.003909091,,0.011393939,,0.027138529,,0.085766234,,,,0.085766234,,0.158251084,,0.186796541,,0.293913415,0.003229437,0.502688327,0.018329004,,,0.0332,,0.3076585,0.01992461,,,,,0.0361,,,,0.0395,,,
727,0.004627706,,0.001,,0.002,,0.004,,0.010974026,,0.026341992,,0.083112554,,,,0.083112554,,0.153645026,,0.184696974,,0.287056278,0.003,0.488510835,0.01648052,,,0.029,,0.2979255,0.016025448,,,,,0.0327,,,,0.0364,,,
728,0.004372294,,0.001,,0.002,,0.004090909,,0.010796537,,0.025675325,,0.080766234,,,,0.080766234,,0.149251083,,0.182515155,,0.280852815,0.002770563,0.474419922,0.014645022,,,0.0277,,0.2882025,0.016025448,,,,,0.0306,,,,0.0375,,,
729,0.004138528,,0.001,,0.002,,0.004030303,,0.010463203,,0.025203464,,0.078281385,,,,0.078281385,,0.145047619,,0.180095242,,0.275056279,0.002627706,0.460476192,0.013021645,,,0.0251,,0.2804181,0.016015477,,,,,0.0309,,,,0.0344,,,
730,0.003969697,,0.001,,0.002,,0.003861472,,0.009909091,,0.024796537,,0.075878788,,,,0.075878788,,0.140969693,,0.177658012,,0.269822513,0.002372294,0.446787879,0.011675325,,,0.0213,,0.2726337,0.016005505,,,,,0.0313,,,,0.0353,,,
731,0.003909091,,0.001,,0.002090909,,0.003627706,,0.009597402,,0.024324675,,0.073735932,,,,0.073735932,,0.136909087,,0.175181822,,0.265285716,0.002138528,0.433419911,0.010341991,,,0.02,,0.2629107,0.012116317,,,,,0.0317,,,,0.037,,,
732,0.004,,0.001,,0.002030303,,0.003372294,,0.009372294,,0.023567099,,0.071653681,,,,0.071653681,,0.132909086,,0.172402601,,0.261316018,0.002060606,0.420017315,0.009047619,,,0.0155,,0.2590135,0.012106344,,,,,0.0307,,,,0.0332,,,
733,0.004,,0.001,,0.001861472,,0.003138528,,0.009168831,,0.022922078,,0.069766235,,,,0.069766235,,0.128969693,,0.169809524,,0.257896101,0.001939394,0.406757576,0.007878788,,,0.0099,,0.24929051,0.012106344,,,,,0.0284,,,,0.0361,,,
734,0.004,,0.001,,0.001627706,,0.002969697,,0.008831169,,0.022168831,,0.067740262,,,,0.067740262,,0.125138525,,0.166891777,,0.254696968,0.001861472,0.393926405,0.006878788,,,0,,0.24150611,0.012096372,,,,,0.026,,,,0.0315,,,
735,0.004,,0.001,,0.001372294,,0.002909091,,0.008627706,,0.021372294,,0.065909092,,,,0.065909092,,0.121281385,,0.163982685,,0.25178788,0.001627706,0.381298699,0.006047619,,,,,0.23566031,0.0120864,,,,,0.0264,,,,0.0344,,,
736,0.004090909,,0.001,,0.001138528,,0.003,,0.008402598,,0.020597402,,0.064229438,,,,0.064229438,,0.117506493,,0.160839829,,0.249017318,0.001372294,0.3688961,0.005341991,,,,,0.23177312,0.0120864,,,,,0.0267,,,,0.031,,,
737,0.004030303,,0.001,,0.000969697,,0.003,,0.008,,0.019999999,,0.062281386,,,,0.062281386,,0.113878789,,0.157264073,,0.246389612,0.001138528,0.356714279,0.004675325,,,,,0.23176312,0.012076428,,,,,0.027,,,,0.0314,,,
738,0.003861472,,0.001,,0.000909091,,0.003,,0.007597403,,0.019311688,,0.060597403,,,,0.060597403,,0.110419914,,0.153627711,,0.243926408,0.000969697,0.345147185,0.004112554,,,,,0.22204013,0.012066455,,,,,0.0273,,,,0.0278,,,
739,0.003627706,,0.001,,0.001,,0.003,,0.007372295,,0.018597402,,0.058909092,,,,0.058909092,,0.107108225,,0.150060611,,0.241757577,0.000909091,0.33408225,0.003766234,,,,,0.22203013,0.012066455,,,,,0.0276,,,,0.0308,,,
740,0.003372294,,0.001,,0.001,,0.003,,0.007077922,,0.017969697,,0.057281386,,,,0.057281386,,0.103878787,,0.146450222,,0.239926407,0.001,0.323428572,0.003372294,,,,,0.21813294,0.010111889,,,,,0.0266,,,,0.0292,,,
741,0.003138528,,0.001,,0.001,,0.003090909,,0.006891775,,0.017450217,,0.055735932,,,,0.055735932,,0.10090909,,0.143060612,,0.238480519,0.001,0.313450216,0.002909091,,,,,0.21424574,0.012046511,,,,,0.0209,,,,0.0274,,,
742,0.002969697,,0.001,,0.001,,0.003030303,,0.006705628,,0.016969698,,0.054341992,,,,0.054341992,,0.097999999,,0.139536801,,0.236956711,0.001,0.303965367,0.002597403,,,,,0.21423575,0.012046511,,,,,0.0227,,,,0.0313,,,
743,0.002909091,,0.001,,0.001,,0.002770563,,0.006606061,,0.016597404,,0.053077922,,,,0.053077922,,0.094909091,,0.136233768,,0.235709959,0.001,0.295194805,0.002281385,,,,,0.21033856,0.012036538,,,,,0.0214,,,,0.0281,,,
744,0.003,,0.001,,0.001,,0.002688312,,0.00639394,,0.01631169,,0.051831169,,,,0.051831169,,0.091878788,,0.132887446,,0.234766235,0.001,0.286961036,0.002138528,,,,,0.20644136,0.012036538,,,,,0.0217,,,,0.0278,,,
745,0.003,,0.001,,0.001,,0.002541126,,0.006203463,,0.01609091,,0.050536796,,,,0.050536796,,0.089108226,,0.129233764,,0.233774889,0.001,0.279307358,0.002060606,,,,,0.20644136,0.012026566,,,,,0.0219,,,,0.0259,,,
746,0.003,,0.001,,0.001,,0.002372294,,0.006168831,,0.015627706,,0.049372293,,,,0.049372293,,0.086419915,,0.125627704,,0.232718612,,0.27249784,0.001939394,,,,,0.20643137,0.012016594,,,,,0.019,,,,0.0269,,,
747,0.003,,0.001,,0.001,,0.002225108,,0.006090909,,0.015233767,,0.048138528,,,,0.048138528,,0.08387879,,0.121999997,,0.231580085,,0.266489185,0.001861472,,,,,0.20448276,0.012006622,,,,,0.0159,,,,0.0263,,,
748,0.003090909,,0.001,,0.001,,0.002142857,,0.005770563,,0.014796537,,0.046969696,,,,0.046969696,,0.081506496,,0.118372294,,0.230294369,,0.26102165,0.001627706,,,,,0.20447278,0.012006622,,,,,0.0159,,,,0.0234,,,
749,0.003030303,,0.001,,0.001,,0.002168831,,0.005627706,,0.014294372,,0.045909091,,,,0.045909091,,0.079281387,,0.114766235,,0.228839823,,0.256008661,0.001372294,,,,,0.20447278,,,,,,0.0144,,,,0.0272,,,
