Wavelength,ATTO465 EM,ATTO465 EX,Cy3 EM,Cy3 EX,Cy5 EM,Cy5 EX,Cy5.5 EM,Cy5.5 EX,HEX EM,HEX EX,JOE EM,JOE EX,ROX EM,ROX EX,TAMRA EM,TAMRA EX,TexasRed EM,TexasRed EX,Rhodamine6G EM,Rhodamine6G EX
699,0.01,,,,0.1507,,0.92411464,0.24170806,,,,,0.0773,,0.0342,,0.1007,,0.0107,
700,0.009597402,,,,0.1423,,0.91244304,0.22808592,,,,,0.0754,,0.033,,0.0962,,0.0101,
701,0.009372294,,,,0.135,,0.89688426,0.1930932,,,,,0.0743,,,,0.0938,,,
702,0.009168831,,,,0.1285,,0.8618894,0.18337023,,,,,0.0694,,,,0.09,,,
703,0.008831169,,,,0.1219,,0.84438205,0.15225673,,,,,0.0661,,,,0.0889,,,
704,0.008536796,,,,0.1157,,0.795777,0.14253376,,,,,0.0658,,,,0.0792,,,
705,0.008372294,,,,0.1102,,0.7607722,0.12503241,,,,,0.0628,,,,0.0762,,,
706,0.008229438,,,,0.1046,,0.7393777,0.11335487,,,,,0.0625,,,,0.0775,,,
707,0.008,,,,0.0993,,0.72576743,0.10752109,,,,,0.0591,,,,0.0764,,,
708,0.007770563,,,,0.0944,,0.68104964,0.09196434,,,,,0.0587,,,,0.0702,,,
709,0.007627706,,,,0.0895,,0.66742945,0.08613056,,,,,0.0543,,,,0.0683,,,
710,0.007372295,,,,0.0852,,0.64603484,0.072508425,,,,,0.0549,,,,0.0657,,,
711,0.007138528,,,,0.0815,,0.5974299,0.06473005,,,,,0.0535,,,,0.0588,,,
712,0.007060606,,,,0.0778,,0.5624251,0.060840864,,,,,0.0508,,,,0.0628,,,
713,0.006939394,,,,0.0743,,0.5410404,0.05499711,,,,,0.0504,,,,0.0587,,,
714,0.006861472,,,,0.0712,,0.5274203,0.05110792,,,,,0.0466,,,,0.0582,,,
715,0.006627706,,,,0.0682,,0.49241546,0.04331957,,,,,0.0471,,,,0.0549,,,
716,0.006372295,,,,0.0651,,0.47880527,0.041374978,,,,,0.0455,,,,0.0556,,,
717,0.006229437,,,,0.0624,,0.44768766,0.03358663,,,,,0.0437,,,,0.053,,,
718,0.006,,,,0.0599,,0.43991327,0.03358663,,,,,0.0442,,,,0.0495,,,
719,0.005770563,,,,0.0577,,0.40490848,0.02968747,,,,,0.0424,,,,0.0485,,,
720,0.005627706,,,,0.0552,,0.39518547,0.027732903,,,,,0.0418,,,,0.0432,,,
721,0.005372294,,,,0.0502,,0.37379086,0.027732903,,,,,0.0399,,,,0.0464,,,
722,0.005138528,,,,0.0478,,0.36405787,0.023833742,,,,,0.0404,,,,0.0431,,,
723,0.004969697,,,,0.042,,0.3562835,0.023833742,,,,,0.0408,,,,0.0447,,,
724,0.005,,,,0.0396,,0.3368275,0.02382377,,,,,0.0365,,,,0.0426,,,
725,0.005030303,,,,0.0353,,0.32905307,0.023813797,,,,,0.0357,,,,0.0419,,,
726,0.004861472,,,,0.0332,,0.3076585,0.01992461,,,,,0.0361,,,,0.0395,,,
727,0.004627706,,,,0.029,,0.2979255,0.016025448,,,,,0.0327,,,,0.0364,,,
728,0.004372294,,,,0.0277,,0.2882025,0.016025448,,,,,0.0306,,,,0.0375,,,
729,0.004138528,,,,0.0251,,0.2804181,0.016015477,,,,,0.0309,,,,0.0344,,,
730,0.003969697,,,,0.0213,,0.2726337,0.016005505,,,,,0.0313,,,,0.0353,,,
731,0.003909091,,,,0.02,,0.2629107,0.012116317,,,,,0.0317,,,,0.037,,,
732,0.004,,,,0.0155,,0.2590135,0.012106344,,,,,0.0307,,,,0.0332,,,
733,0.004,,,,0.0099,,0.24929051,0.012106344,,,,,0.0284,,,,0.0361,,,
734,0.004,,,,0,,0.24150611,0.012096372,,,,,0.026,,,,0.0315,,,
735,0.004,,,,,,0.23566031,0.0120864,,,,,0.0264,,,,0.0344,,,
736,0.004090909,,,,,,0.23177312,0.0120864,,,,,0.0267,,,,0.031,,,
737,0.004030303,,,,,,0.23176312,0.012076428,,,,,0.027,,,,0.0314,,,
738,0.003861472,,,,,,0.22204013,0.012066455,,,,,0.0273,,,,0.0278,,,
739,0.003627706,,,,,,0.22203013,0.012066455,,,,,0.0276,,,,0.0308,,,
740,0.003372294,,,,,,0.21813294,0.010111889,,,,,0.0266,,,,0.0292,,,
741,0.003138528,,,,,,0.21424574,0.012046511,,,,,0.0209,,,,0.0274,,,
742,0.002969697,,,,,,0.21423575,0.012046511,,,,,0.0227,,,,0.0313,,,
743,0.002909091,,,,,,0.21033856,0.012036538,,,,,0.0214,,,,0.0281,,,
744,0.003,,,,,,0.20644136,0.012036538,,,,,0.0217,,,,0.0278,,,
745,0.003,,,,,,0.20644136,0.012026566,,,,,0.0219,,,,0.0259,,,
746,0.003,,,,,,0.20643137,0.012016594,,,,,0.019,,,,0.0269,,,
747,0.003,,,,,,0.20448276,0.012006622,,,,,0.0159,,,,0.0263,,,
748,0.003090909,,,,,,0.20447278,0.012006622,,,,,0.0159,,,,0.0234,,,
749,0.003030303,,,,,,0.20447278,,,,,,0.0144,,,,0.0272,,,
750,0.002861472,,,,,,0.20057559,,,,,,,,,,,,,
751,0.002627706,,,,,,0.20056559,,,,,,,,,,,,,
752,0.002372294,,,,,,0.1966684,,,,,,,,,,,,,
753,0.002138528,,,,,,0.1966684,,,,,,,,,,,,,
754,0.001969697,,,,,,0.1966584,,,,,,,,,,,,,
755,0.001909091,,,,,,0.1966584,,,,,,,,,,,,,
756,0.002,,,,,,0.19276121,,,,,,,,,,,,,
757,0.002,,,,,,0.19080262,,,,,,,,,,,,,
758,0.002,,,,,,0.19080262,,,,,,,,,,,,,
759,0.002,,,,,,0.18690543,,,,,,,,,,,,,
760,0.002,,,,,,0.18690543,,,,,,,,,,,,,
761,0.002,,,,,,0.18300822,,,,,,,,,,,,,
762,0.002,,,,,,0.18299824,,,,,,,,,,,,,
763,0.002,,,,,,0.17910105,,,,,,,,,,,,,
764,0.002,,,,,,0.17520384,,,,,,,,,,,,,
765,0.002,,,,,,0.17325526,,,,,,,,,,,,,
766,0.002,,,,,,0.16936806,,,,,,,,,,,,,
767,0.002,,,,,,0.16935806,,,,,,,,,,,,,
768,0.002,,,,,,0.16157366,,,,,,,,,,,,,
769,0.002,,,,,,0.16157366,,,,,,,,,,,,,
770,0.002090909,,,,,,0.15572788,,,,,,,,,,,,,
771,0.002030303,,,,,,0.15183067,,,,,,,,,,,,,
772,0.001861472,,,,,,0.14794348,,,,,,,,,,,,,
773,0.001627706,,,,,,0.14404629,,,,,,,,,,,,,
774,0.001372294,,,,,,0.1420977,,,,,,,,,,,,,
775,0.001138528,,,,,,0.1382005,,,,,,,,,,,,,
776,0.000969697,,,,,,0.1381905,,,,,,,,,,,,,
777,0.000909091,,,,,,0.13040611,,,,,,,,,,,,,
778,0.001,,,,,,0.1265189,,,,,,,,,,,,,
779,0.001,,,,,,0.12456032,,,,,,,,,,,,,
780,0.001,,,,,,0.12067312,,,,,,,,,,,,,
781,0.001,,,,,,0.11677592,,,,,,,,,,,,,
782,0.001,,,,,,0.10899153,,,,,,,,,,,,,
783,0.001,,,,,,0.10899153,,,,,,,,,,,,,
784,0.001,,,,,,0.10314574,,,,,,,,,,,,,
785,0.001,,,,,,0.09924854,,,,,,,,,,,,,
786,0.001,,,,,,0.09536134,,,,,,,,,,,,,
787,0.001,,,,,,0.09146415,,,,,,,,,,,,,
788,0.001,,,,,,0.08951555,,,,,,,,,,,,,
789,0.001,,,,,,0.085618354,,,,,,,,,,,,,
790,0.001,,,,,,0.08560836,,,,,,,,,,,,,
791,0.001,,,,,,0.081721164,,,,,,,,,,,,,
792,0.001,,,,,,0.07782397,,,,,,,,,,,,,
793,0.001,,,,,,0.07587537,,,,,,,,,,,,,
794,0.001,,,,,,0.071978174,,,,,,,,,,,,,
795,0.001,,,,,,0.07196818,,,,,,,,,,,,,
796,0.001,,,,,,0.068070985,,,,,,,,,,,,,
797,0.001,,,,,,0.06418379,,,,,,,,,,,,,
798,0.001,,,,,,0.064173795,,,,,,,,,,,,,
799,0.001,,,,,,,,,,,,,,,,,,,
800,,,,,,,,,,,,,,,,,,,,
801,,,,,,,,,,,,,,,,,,,,
802,,,,,,,,,,,,,,,,,,,,
803,,,,,,,,,,,,,,,,,,,,
804,,,,,,,,,,,,,,,,,,,,
805,,,,,,,,,,,,,,,,,,,,
806,,,,,,,,,,,,,,,,,,,,
807,,,,,,,,,,,,,,,,,,,,
808,,,,,,,,,,,,,,,,,,,,
809,,,,,,,,,,,,,,,,,,,,
810,,,,,,,,,,,,,,,,,,,,
811,,,,,,,,,,,,,,,,,,,,
812,,,,,,,,,,,,,,,,,,,,
813,,,,,,,,,,,,,,,,,,,,
814,,,,,,,,,,,,,,,,,,,,
815,,,,,,,,,,,,,,,,,,,,
816,,,,,,,,,,,,,,,,,,,,
817,,,,,,,,,,,,,,,,,,,,
818,,,,,,,,,,,,,,,,,,,,
819,,,,,,,,,,,,,,,,,,,,
820,,,,,,,,,,,,,,,,,,,,
821,,,,,,,,,,,,,,,,,,,,
822,,,,,,,,,,,,,,,,,,,,
823,,,,,,,,,,,,,,,,,,,,
824,,,,,,,,,,,,,,,,,,,,
825,,,,,,,,,,,,,,,,,,,,
826,,,,,,,,,,,,,,,,,,,,
827,,,,,,,,,,,,,,,,,,,,
828,,,,,,,,,,,,,,,,,,,,
829,,,,,,,,,,,,,,,,,,,,
830,,,,,,,,,,,,,,,,,,,,
831,,,,,,,,,,,,,,,,,,,,
832,,,,,,,,,,,,,,,,,,,,
833,,,,,,,,,,,,,,,,,,,,
834,,,,,,,,,,,,,,,,,,,,
835,,,,,,,,,,,,,,,,,,,,
836,,,,,,,,,,,,,,,,,,,,
837,,,,,,,,,,,,,,,,,,,,
838,,,,,,,,,,,,,,,,,,,,
839,,,,,,,,,,,,,,,,,,,,
840,,,,,,,,,,,,,,,,,,,,
841,,,,,,,,,,,,,,,,,,,,
842,,,,,,,,,,,,,,,,,,,,
843,,,,,,,,,,,,,,,,,,,,
844,,,,,,,,,,,,,,,,,,,,
845,,,,,,,,,,,,,,,,,,,,
846,,,,,,,,,,,,,,,,,,,,
847,,,,,,,,,,,,,,,,,,,,
848,,,,,,,,,,,,,,,,,,,,
849,,,,,,,,,,,,,,,,,,,,
850,,,,,,,,,,,,,,,,,,,,
851,,,,,,,,,,,,,,,,,,,,
852,,,,,,,,,,,,,,,,,,,,
853,,,,,,,,,,,,,,,,,,,,
854,,,,,,,,,,,,,,,,,,,,
855,,,,,,,,,,,,,,,,,,,,
856,,,,,,,,,,,,,,,,,,,,
857,,,,,,,,,,,,,,,,,,,,
858,,,,,,,,,,,,,,,,,,,,
859,,,,,,,,,,,,,,,,,,,,
860,,,,,,,,,,,,,,,,,,,,
861,,,,,,,,,,,,,,,,,,,,
862,,,,,,,,,,,,,,,,,,,,
863,,,,,,,,,,,,,,,,,,,,
864,,,,,,,,,,,,,,,,,,,,
865,,,,,,,,,,,,,,,,,,,,
866,,,,,,,,,,,,,,,,,,,,
867,,,,,,,,,,,,,,,,,,,,
868,,,,,,,,,,,,,,,,,,,,
869,,,,,,,,,,,,,,,,,,,,
870,,,,,,,,,,,,,,,,,,,,
871,,,,,,,,,,,,,,,,,,,,
872,,,,,,,,,,,,,,,,,,,,
873,,,,,,,,,,,,,,,,,,,,
874,,,,,,,,,,,,,,,,,,,,
875,,,,,,,,,,,,,,,,,,,,
876,,,,,,,,,,,,,,,,,,,,
877,,,,,,,,,,,,,,,,,,,,
878,,,,,,,,,,,,,,,,,,,,
879,,,,,,,,,,,,,,,,,,,,
880,,,,,,,,,,,,,,,,,,,,
881,,,,,,,,,,,,,,,,,,,,
882,,,,,,,,,,,,,,,,,,,,
883,,,,,,,,,,,,,,,,,,,,
884,,,,,,,,,,,,,,,,,,,,
885,,,,,,,,,,,,,,,,,,,,
886,,,,,,,,,,,,,,,,,,,,
887,,,,,,,,,,,,,,,,,,,,
888,,,,,,,,,,,,,,,,,,,,
889,,,,,,,,,,,,,,,,,,,,
890,,,,,,,,,,,,,,,,,,,,
891,,,,,,,,,,,,,,,,,,,,
892,,,,,,,,,,,,,,,,,,,,
893,,,,,,,,,,,,,,,,,,,,
894,,,,,,,,,,,,,,,,,,,,
895,,,,,,,,,,,,,,,,,,,,
896,,,,,,,,,,,,,,,,,,,,
897,,,,,,,,,,,,,,,,,,,,
898,,,,,,,,,,,,,,,,,,,,
899,,,,,,,,,,,,,,,,,,,,
900,,,,,,,,,,,,,,,,,,,,
901,,,,,,,,,,,,,,,,,,,,
902,,,,,,,,,,,,,,,,,,,,
903,,,,,,,,,,,,,,,,,,,,
904,,,,,,,,,,,,,,,,,,,,
905,,,,,,,,,,,,,,,,,,,,
906,,,,,,,,,,,,,,,,,,,,
907,,,,,,,,,,,,,,,,,,,,
908,,,,,,,,,,,,,,,,,,,,
909,,,,,,,,,,,,,,,,,,,,
910,,,,,,,,,,,,,,,,,,,,
911,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,,,,
913,,,,,,,,,,,,,,,,,,,,
914,,,,,,,,,,,,,,,,,,,,
915,,,,,,,,,,,,,,,,,,,,
916,,,,,,,,,,,,,,,,,,,,
917,,,,,,,,,,,,,,,,,,,,
918,,,,,,,,,,,,,,,,,,,,
919,,,,,,,,,,,,,,,,,,,,
920,,,,,,,,,,,,,,,,,,,,
921,,,,,,,,,,,,,,,,,,,,
922,,,,,,,,,,,,,,,,,,,,
923,,,,,,,,,,,,,,,,,,,,
924,,,,,,,,,,,,,,,,,,,,
925,,,,,,,,,,,,,,,,,,,,
926,,,,,,,,,,,,,,,,,,,,
927,,,,,,,,,,,,,,,,,,,,
928,,,,,,,,,,,,,,,,,,,,
929,,,,,,,,,,,,,,,,,,,,
930,,,,,,,,,,,,,,,,,,,,
931,,,,,,,,,,,,,,,,,,,,
932,,,,,,,,,,,,,,,,,,,,
933,,,,,,,,,,,,,,,,,,,,
934,,,,,,,,,,,,,,,,,,,,
935,,,,,,,,,,,,,,,,,,,,
936,,,,,,,,,,,,,,,,,,,,
937,,,,,,,,,,,,,,,,,,,,
938,,,,,,,,,,,,,,,,,,,,
939,,,,,,,,,,,,,,,,,,,,
940,,,,,,,,,,,,,,,,,,,,
941,,,,,,,,,,,,,,,,,,,,
942,,,,,,,,,,,,,,,,,,,,
943,,,,,,,,,,,,,,,,,,,,
944,,,,,,,,,,,,,,,,,,,,
945,,,,,,,,,,,,,,,,,,,,
946,,,,,,,,,,,,,,,,,,,,
947,,,,,,,,,,,,,,,,,,,,
948,,,,,,,,,,,,,,,,,,,,
949,,,,,,,,,,,,,,,,,,,,
950,,,,,,,,,,,,,,,,,,,,
951,,,,,,,,,,,,,,,,,,,,
952,,,,,,,,,,,,,,,,,,,,
953,,,,,,,,,,,,,,,,,,,,
954,,,,,,,,,,,,,,,,,,,,
955,,,,,,,,,,,,,,,,,,,,
956,,,,,,,,,,,,,,,,,,,,
957,,,,,,,,,,,,,,,,,,,,
958,,,,,,,,,,,,,,,,,,,,
959,,,,,,,,,,,,,,,,,,,,
960,,,,,,,,,,,,,,,,,,,,
961,,,,,,,,,,,,,,,,,,,,
962,,,,,,,,,,,,,,,,,,,,
963,,,,,,,,,,,,,,,,,,,,
964,,,,,,,,,,,,,,,,,,,,
965,,,,,,,,,,,,,,,,,,,,
966,,,,,,,,,,,,,,,,,,,,
967,,,,,,,,,,,,,,,,,,,,
968,,,,,,,,,,,,,,,,,,,,
969,,,,,,,,,,,,,,,,,,,,
970,,,,,,,,,,,,,,,,,,,,
971,,,,,,,,,,,,,,,,,,,,
972,,,,,,,,,,,,,,,,,,,,
973,,,,,,,,,,,,,,,,,,,,
974,,,,,,,,,,,,,,,,,,,,
975,,,,,,,,,,,,,,,,,,,,
976,,,,,,,,,,,,,,,,,,,,
977,,,,,,,,,,,,,,,,,,,,
978,,,,,,,,,,,,,,,,,,,,
979,,,,,,,,,,,,,,,,,,,,
980,,,,,,,,,,,,,,,,,,,,
981,,,,,,,,,,,,,,,,,,,,
982,,,,,,,,,,,,,,,,,,,,
983,,,,,,,,,,,,,,,,,,,,
984,,,,,,,,,,,,,,,,,,,,
985,,,,,,,,,,,,,,,,,,,,
986,,,,,,,,,,,,,,,,,,,,
987,,,,,,,,,,,,,,,,,,,,
988,,,,,,,,,,,,,,,,,,,,
989,,,,,,,,,,,,,,,,,,,,
990,,,,,,,,,,,,,,,,,,,,
991,,,,,,,,,,,,,,,,,,,,
992,,,,,,,,,,,,,,,,,,,,
993,,,,,,,,,,,,,,,,,,,,
994,,,,,,,,,,,,,,,,,,,,
995,,,,,,,,,,,,,,,,,,,,
996,,,,,,,,,,,,,,,,,,,,
997,,,,,,,,,,,,,,,,,,,,
998,,,,,,,,,,,,,,,,,,,,
999,,,,,,,,,,,,,,,,,,,,
